user,topic,grade,days_since_last,response_time_ms,reviewed_at
synth_user_030,calculus,1,1.205,7391,2026-03-19 01:53:07.201796+00:00
synth_user_030,calculus,0,0.52,2322,2026-03-19 14:21:42.190824+00:00
synth_user_030,calculus,4,0.608,5226,2026-03-20 04:57:20.633436+00:00
synth_user_030,calculus,5,1.296,3521,2026-03-21 12:04:17.831246+00:00
synth_user_030,calculus,4,2.011,8767,2026-03-23 12:19:45.451961+00:00
synth_user_030,calculus,0,5.602,10017,2026-03-29 02:46:15.183400+00:00
synth_user_030,calculus,0,2.238,1135,2026-03-31 08:28:34.904480+00:00
synth_user_030,calculus,1,2.242,617,2026-04-02 14:17:18.171429+00:00
synth_user_030,calculus,4,0.874,14948,2026-04-03 11:15:29.292911+00:00
synth_user_030,calculus,1,1.824,7705,2026-04-05 07:02:36.005111+00:00
synth_user_030,calculus,0,0.884,5562,2026-04-06 04:15:13.742287+00:00
synth_user_030,linear_algebra,0,3.002,8458,2026-03-31 01:56:02.554039+00:00
synth_user_030,linear_algebra,4,1.386,8625,2026-04-01 11:11:55.117936+00:00
synth_user_030,linear_algebra,1,2.603,3044,2026-04-04 01:40:25.865223+00:00
synth_user_030,linear_algebra,4,1.031,1405,2026-04-05 02:24:47.621933+00:00
synth_user_030,linear_algebra,5,2.362,2035,2026-04-07 11:05:28.393248+00:00
synth_user_030,linear_algebra,1,2.968,9971,2026-04-10 10:18:47.729008+00:00
synth_user_030,linear_algebra,5,2.587,1986,2026-04-13 00:24:01.881482+00:00
synth_user_030,linear_algebra,0,3.654,2864,2026-04-16 16:05:38.234853+00:00
synth_user_030,linear_algebra,4,2.821,1417,2026-04-19 11:47:43.677428+00:00
synth_user_030,linear_algebra,4,4.159,1585,2026-03-07 11:28:07.468665+00:00
synth_user_030,linear_algebra,1,8.238,14163,2026-03-15 17:11:10.976613+00:00
synth_user_030,linear_algebra,1,3.905,7506,2026-03-19 14:53:40.418279+00:00
synth_user_030,linear_algebra,3,2.047,2553,2026-03-21 16:01:41.978937+00:00
synth_user_030,linear_algebra,3,5.331,6512,2026-03-26 23:58:03.142384+00:00
synth_user_030,linear_algebra,0,11.605,11780,2026-04-07 14:29:48.704011+00:00
synth_user_030,linear_algebra,2,7.555,12418,2026-04-15 03:48:18.129823+00:00
synth_user_030,linear_algebra,4,11.438,1275,2026-04-26 14:19:28.253307+00:00
synth_user_030,linear_algebra,1,2.631,2990,2026-02-13 07:37:01.302970+00:00
synth_user_030,linear_algebra,1,2.082,5578,2026-02-15 09:35:35.276689+00:00
synth_user_030,linear_algebra,2,1.044,7363,2026-02-16 10:38:48.948513+00:00
synth_user_030,linear_algebra,2,1.888,11044,2026-02-18 07:56:54.844185+00:00
synth_user_030,linear_algebra,5,3.453,735,2026-02-21 18:49:07.654900+00:00
synth_user_030,linear_algebra,2,8.346,3951,2026-03-02 03:07:36.157324+00:00
synth_user_030,linear_algebra,1,14.259,13965,2026-03-16 09:20:15.017906+00:00
synth_user_030,linear_algebra,0,5.602,14783,2026-03-21 23:46:33.522347+00:00
synth_user_030,linear_algebra,0,2.986,11620,2026-03-24 23:26:26.884032+00:00
synth_user_030,linear_algebra,0,0.877,1710,2026-03-25 20:28:36.785557+00:00
synth_user_030,linear_algebra,4,0.374,4410,2026-03-26 05:26:56.891308+00:00
synth_user_030,linear_algebra,3,1.039,14568,2026-03-27 06:23:35.219467+00:00
synth_user_030,linear_algebra,1,1.942,12650,2026-03-29 04:59:29.291031+00:00
synth_user_030,linear_algebra,1,1.007,8824,2026-03-30 05:10:04.187041+00:00
synth_user_030,linear_algebra,1,0.726,6941,2026-03-30 22:34:48.126481+00:00
synth_user_030,linear_algebra,3,0.691,6098,2026-03-31 15:10:04.270613+00:00
synth_user_030,linear_algebra,4,1.242,2339,2026-04-01 20:58:50.234276+00:00
synth_user_030,linear_algebra,1,2.402,5536,2026-04-04 06:38:21.772751+00:00
synth_user_030,linear_algebra,1,1.105,7393,2026-04-05 09:09:18.431403+00:00
synth_user_030,linear_algebra,0,0.6,4960,2026-04-05 23:33:59.781615+00:00
synth_user_030,linear_algebra,1,2.773,12000,2026-04-24 14:40:28.655101+00:00
synth_user_030,linear_algebra,1,1.752,8913,2026-04-26 08:44:01.780156+00:00
synth_user_030,linear_algebra,2,1.268,2555,2026-04-27 15:09:52.238555+00:00
synth_user_030,linear_algebra,1,3.907,10531,2026-02-14 14:14:37.741433+00:00
synth_user_030,linear_algebra,1,1.237,4435,2026-02-15 19:56:13.071873+00:00
synth_user_030,linear_algebra,3,0.783,14175,2026-02-16 14:43:38.270403+00:00
synth_user_030,linear_algebra,4,1.483,14526,2026-02-18 02:19:29.872793+00:00
synth_user_030,linear_algebra,4,2.739,1471,2026-02-20 20:04:15.867348+00:00
synth_user_030,linear_algebra,0,9.141,6631,2026-03-01 23:27:30.851872+00:00
synth_user_030,linear_algebra,1,2.848,11545,2026-03-04 19:48:45.455359+00:00
synth_user_030,linear_algebra,0,2.449,1570,2026-03-07 06:35:29.080030+00:00
synth_user_030,linear_algebra,4,0.891,5829,2026-03-08 03:58:48.154635+00:00
synth_user_030,linear_algebra,3,1.387,2128,2026-03-09 13:16:40.731019+00:00
synth_user_030,linear_algebra,3,4.019,4847,2026-03-13 13:44:39.517693+00:00
synth_user_030,linear_algebra,5,5.258,4998,2026-03-18 19:55:45.493438+00:00
synth_user_030,linear_algebra,4,12.459,11763,2026-03-31 06:56:04.931381+00:00
synth_user_030,linear_algebra,0,33.555,12381,2026-05-03 20:15:46.409508+00:00
synth_user_030,linear_algebra,1,4.191,14137,2026-03-28 03:26:33.561440+00:00
synth_user_030,linear_algebra,0,1.687,6388,2026-03-29 19:55:57.296560+00:00
synth_user_030,linear_algebra,1,0.523,14650,2026-03-30 08:29:18.591269+00:00
synth_user_030,linear_algebra,4,0.721,13889,2026-03-31 01:47:06.107707+00:00
synth_user_030,linear_algebra,0,1.359,11327,2026-04-01 10:24:08.626627+00:00
synth_user_030,linear_algebra,1,0.422,1270,2026-04-01 20:32:27.160922+00:00
synth_user_030,linear_algebra,3,0.363,5974,2026-04-02 05:15:24.400155+00:00
synth_user_030,linear_algebra,3,1.62,1239,2026-04-03 20:08:26.947000+00:00
synth_user_030,linear_algebra,1,1.526,11493,2026-04-05 08:45:32.090766+00:00
synth_user_030,linear_algebra,1,0.917,12022,2026-04-06 06:46:33.847541+00:00
synth_user_030,machine_learning,1,2.585,14164,2026-04-02 09:57:07.773368+00:00
synth_user_030,machine_learning,3,0.893,10091,2026-04-03 07:22:49.973166+00:00
synth_user_030,machine_learning,1,1.869,12328,2026-04-05 04:14:22.655444+00:00
synth_user_030,machine_learning,0,0.846,8173,2026-04-06 00:32:25.804697+00:00
synth_user_030,machine_learning,1,0.61,10529,2026-04-06 15:10:48.649946+00:00
synth_user_030,machine_learning,1,0.665,14566,2026-04-07 07:07:55.350192+00:00
synth_user_030,machine_learning,3,0.678,13619,2026-04-07 23:23:53.717073+00:00
synth_user_030,machine_learning,0,0.785,6316,2026-04-08 18:14:25.802228+00:00
synth_user_030,machine_learning,4,0.697,4090,2026-04-09 10:58:05.378800+00:00
synth_user_030,machine_learning,3,0.68,9713,2026-04-10 03:17:24.992677+00:00
synth_user_030,machine_learning,1,3.608,4112,2026-03-03 11:42:50.348976+00:00
synth_user_030,machine_learning,5,1.081,4811,2026-03-04 13:39:31.981366+00:00
synth_user_030,machine_learning,4,2.354,829,2026-03-06 22:09:46.493136+00:00
synth_user_030,machine_learning,4,2.5,10448,2026-03-09 10:09:53.425361+00:00
synth_user_030,machine_learning,3,3.932,6622,2026-03-13 08:32:12.567585+00:00
synth_user_030,machine_learning,1,14.995,14457,2026-03-28 08:25:21.732594+00:00
synth_user_030,machine_learning,4,4.54,5217,2026-04-01 21:23:39.423073+00:00
synth_user_030,machine_learning,3,8.735,12832,2026-04-10 15:01:55.390529+00:00
synth_user_030,machine_learning,5,1.896,9154,2026-03-18 23:18:01.671251+00:00
synth_user_030,machine_learning,1,6.566,7990,2026-03-25 12:53:32.567579+00:00
synth_user_030,machine_learning,0,2.764,14533,2026-03-28 07:13:34.263926+00:00
synth_user_030,machine_learning,1,1.5,8438,2026-03-29 19:13:16.209852+00:00
synth_user_030,machine_learning,3,0.511,9249,2026-03-30 07:29:45.308154+00:00
synth_user_030,machine_learning,1,1.086,10850,2026-03-31 09:34:15.774637+00:00
synth_user_030,machine_learning,1,0.648,3928,2026-04-01 01:07:13.080242+00:00
synth_user_030,machine_learning,4,0.733,12822,2026-04-01 18:42:37.624923+00:00
synth_user_030,machine_learning,4,0.907,14941,2026-04-02 16:29:14.343561+00:00
synth_user_030,machine_learning,0,1.6,6276,2026-04-04 06:52:48.609867+00:00
synth_user_030,machine_learning,3,0.829,1324,2026-04-05 02:46:06.751821+00:00
synth_user_030,machine_learning,0,1.322,2128,2026-04-06 10:29:15.558927+00:00
synth_user_030,machine_learning,1,0.711,13898,2026-04-07 03:33:08.866123+00:00
synth_user_030,machine_learning,0,0.48,8957,2026-04-07 15:04:47.770477+00:00
synth_user_030,operating_systems,1,3.67,9973,2026-04-02 12:24:37.320323+00:00
synth_user_030,operating_systems,1,1.136,1993,2026-04-03 15:40:37.858693+00:00
synth_user_030,operating_systems,1,0.868,14732,2026-04-04 12:30:41.301761+00:00
synth_user_030,operating_systems,5,0.376,1125,2026-04-04 21:32:41.770382+00:00
synth_user_030,operating_systems,1,0.921,2055,2026-04-05 19:38:28.696525+00:00
synth_user_030,operating_systems,4,0.473,4550,2026-04-06 06:58:55.122745+00:00
synth_user_030,operating_systems,4,1.32,12868,2026-04-07 14:39:42.542624+00:00
synth_user_030,operating_systems,0,3.03,2460,2026-04-10 15:22:25.406492+00:00
synth_user_030,operating_systems,3,3.641,12741,2026-03-06 23:03:28.815198+00:00
synth_user_030,operating_systems,3,7.421,11076,2026-03-14 09:09:30.906191+00:00
synth_user_030,operating_systems,1,22.751,6408,2026-04-06 03:11:34.867943+00:00
synth_user_030,operating_systems,1,6.196,2242,2026-04-12 07:53:59.818049+00:00
synth_user_030,operating_systems,1,4.747,7836,2026-04-17 01:49:21.520879+00:00
synth_user_030,operating_systems,0,1.626,14533,2026-04-18 16:50:10.008943+00:00
synth_user_030,operating_systems,1,1.2,791,2026-04-19 21:38:01.697381+00:00
synth_user_030,operating_systems,1,0.555,11798,2026-04-20 10:57:28.957517+00:00
synth_user_030,operating_systems,5,0.669,12881,2026-04-21 03:01:06.851139+00:00
synth_user_030,operating_systems,0,1.24,4497,2026-04-22 08:47:22.395738+00:00
synth_user_030,operating_systems,5,0.371,5884,2026-04-22 17:41:55.350817+00:00
synth_user_030,operating_systems,0,1.185,15000,2026-04-23 22:08:13.931843+00:00
synth_user_030,operating_systems,0,0.661,1314,2026-04-24 13:59:59.504217+00:00
synth_user_030,operating_systems,3,0.421,5109,2026-04-25 00:06:00.721057+00:00
synth_user_030,operating_systems,3,3.1,4233,2026-02-16 17:36:15.556108+00:00
synth_user_030,operating_systems,4,6.186,5380,2026-02-22 22:04:00.786864+00:00
synth_user_030,operating_systems,1,9.588,5076,2026-03-04 12:10:24.193862+00:00
synth_user_030,operating_systems,1,8.464,3834,2026-03-12 23:18:42.574616+00:00
synth_user_030,operating_systems,1,3.135,5081,2026-03-16 02:33:32.013066+00:00
synth_user_030,operating_systems,1,1.994,10672,2026-03-18 02:25:05.893074+00:00
synth_user_030,operating_systems,1,1.107,2223,2026-03-19 04:59:11.925818+00:00
synth_user_030,operating_systems,4,0.647,14116,2026-03-19 20:30:30.878462+00:00
synth_user_030,operating_systems,1,0.988,14056,2026-03-20 20:13:16.518029+00:00
synth_user_030,operating_systems,4,0.607,1971,2026-03-21 10:47:25.549049+00:00
synth_user_030,operating_systems,2,0.857,4084,2026-03-22 07:21:40.933192+00:00
synth_user_030,operating_systems,4,1.585,11137,2026-03-23 21:23:38.103087+00:00
synth_user_030,operating_systems,0,5.262,1597,2026-03-29 03:40:25.923394+00:00
synth_user_030,operating_systems,4,1.71,5088,2026-03-30 20:42:28.474326+00:00
synth_user_030,operating_systems,1,2.702,13375,2026-04-02 13:32:55.735515+00:00
synth_user_030,operating_systems,1,1.369,7630,2026-04-03 22:24:42.397186+00:00
synth_user_030,operating_systems,4,0.462,9930,2026-04-04 09:29:26.454306+00:00
synth_user_030,operating_systems,1,1.038,1132,2026-04-05 10:24:29.624166+00:00
synth_user_030,operating_systems,4,2.946,10032,2026-04-01 19:02:38.298475+00:00
synth_user_030,operating_systems,1,10.608,10777,2026-04-12 09:37:32.811354+00:00
synth_user_030,operating_systems,4,3.313,8751,2026-04-15 17:08:42.690159+00:00
synth_user_030,operating_systems,1,7.674,2826,2026-04-23 09:19:56.081130+00:00
synth_user_030,operating_systems,1,2.902,4102,2026-04-26 06:58:49.174195+00:00
synth_user_030,operating_systems,1,1.375,11732,2026-04-27 15:59:14.775824+00:00
synth_user_030,operating_systems,1,0.899,13292,2026-04-28 13:34:07.265271+00:00
synth_user_030,operating_systems,1,0.71,10661,2026-04-29 06:36:24.494829+00:00
synth_user_030,operating_systems,1,3.601,14763,2026-03-15 18:18:10.668352+00:00
synth_user_030,operating_systems,1,2.129,14403,2026-03-17 21:23:23.592570+00:00
synth_user_030,operating_systems,4,1.062,12477,2026-03-18 22:52:35.215194+00:00
synth_user_030,operating_systems,0,1.816,14903,2026-03-20 18:27:14.253443+00:00
synth_user_030,operating_systems,5,0.567,11107,2026-03-21 08:04:05.140969+00:00
synth_user_030,operating_systems,4,1.783,7507,2026-03-23 02:51:08.400237+00:00
synth_user_030,operating_systems,3,2.289,8284,2026-03-25 09:47:23.424628+00:00
synth_user_030,operating_systems,4,4.317,6525,2026-03-29 17:23:10.964856+00:00
synth_user_030,operating_systems,4,6.707,3707,2026-04-05 10:21:54.150098+00:00
synth_user_030,operating_systems,4,22.34,1586,2026-04-27 18:31:59.944964+00:00
synth_user_030,operating_systems,1,2.393,8647,2026-04-05 15:52:45.308290+00:00
synth_user_030,operating_systems,1,1.92,12395,2026-04-07 13:57:17.965474+00:00
synth_user_030,operating_systems,5,0.999,7287,2026-04-08 13:55:38.387048+00:00
synth_user_030,operating_systems,3,1.873,9548,2026-04-10 10:52:10.993760+00:00
synth_user_030,operating_systems,5,4.286,3299,2026-04-14 17:43:56.812253+00:00
synth_user_030,operating_systems,3,7.684,7596,2026-04-22 10:09:34.624900+00:00
synth_user_030,operating_systems,0,9.681,14059,2026-05-02 02:30:42.986750+00:00
synth_user_030,databases,3,3.832,8657,2026-02-01 19:42:56.068413+00:00
synth_user_030,databases,3,9.422,3794,2026-02-11 05:50:36.552327+00:00
synth_user_030,databases,0,13.827,12461,2026-02-25 01:42:06.748257+00:00
synth_user_030,databases,4,10.699,13187,2026-03-07 18:28:47.605372+00:00
synth_user_030,databases,1,15.746,9937,2026-03-23 12:22:27.805148+00:00
synth_user_030,databases,5,9.825,7778,2026-04-02 08:10:23.463330+00:00
synth_user_030,databases,4,13.362,1405,2026-04-15 16:51:33.249976+00:00
synth_user_030,databases,0,4.681,12832,2026-04-24 14:45:48.125294+00:00
synth_user_030,databases,5,1.888,5863,2026-04-26 12:04:17.361752+00:00
synth_user_030,databases,1,4.009,13975,2026-04-30 12:17:01.373568+00:00
synth_user_030,databases,4,5.207,11995,2026-03-18 01:11:19.889094+00:00
synth_user_030,databases,1,9.314,2375,2026-03-27 08:44:05.355580+00:00
synth_user_030,databases,5,6.585,9823,2026-04-02 22:46:19.331323+00:00
synth_user_030,databases,5,13.383,3431,2026-04-16 07:57:49.835107+00:00
synth_user_030,databases,5,15.917,7546,2026-05-02 05:57:54.577828+00:00
synth_user_030,databases,3,3.291,2161,2026-04-04 04:18:06.820717+00:00
synth_user_030,databases,3,6.408,3546,2026-04-10 14:05:34.676565+00:00
synth_user_030,databases,4,20.48,3274,2026-05-01 01:36:53.415210+00:00
synth_user_030,networks,1,2.747,4775,2026-03-17 21:36:27.277541+00:00
synth_user_030,networks,3,1.646,6881,2026-03-19 13:07:05.175662+00:00
synth_user_030,networks,1,3.126,14395,2026-03-22 16:09:09.578925+00:00
synth_user_030,networks,5,1.872,3395,2026-03-24 13:05:27.977012+00:00
synth_user_030,networks,1,3.504,11582,2026-03-28 01:10:35.956624+00:00
synth_user_030,networks,5,2.506,3639,2026-03-30 13:18:33.613102+00:00
synth_user_030,networks,4,4.655,7141,2026-04-04 05:01:42.845454+00:00
synth_user_030,networks,3,6.745,6499,2026-04-10 22:54:27.666726+00:00
synth_user_030,networks,1,4.13,9925,2026-04-20 03:26:02.317994+00:00
synth_user_030,networks,1,2.17,13413,2026-04-22 07:30:21.488850+00:00
synth_user_030,networks,3,0.989,8609,2026-04-23 07:15:06.052911+00:00
synth_user_030,networks,4,1.162,9354,2026-04-24 11:08:49.281651+00:00
synth_user_030,object_oriented_programming,4,5.56,8933,2026-04-19 03:29:12.864553+00:00
synth_user_030,object_oriented_programming,0,7.654,11058,2026-04-26 19:11:21.527753+00:00
synth_user_030,object_oriented_programming,1,4.535,6010,2026-05-01 08:02:25.997106+00:00
synth_user_030,object_oriented_programming,1,1.607,12278,2026-05-02 22:37:02.082942+00:00
synth_user_030,object_oriented_programming,1,3.451,9961,2026-03-01 14:41:51.459696+00:00
synth_user_030,object_oriented_programming,0,2.518,8078,2026-03-04 03:07:42.229656+00:00
synth_user_030,object_oriented_programming,0,1.674,552,2026-03-05 19:18:11.310797+00:00
synth_user_030,object_oriented_programming,2,1.068,13817,2026-03-06 20:56:23.176276+00:00
synth_user_030,object_oriented_programming,1,1.42,12441,2026-03-08 07:01:46.851537+00:00
synth_user_030,object_oriented_programming,1,1.118,2518,2026-03-09 09:51:00.953032+00:00
synth_user_030,object_oriented_programming,1,0.664,13837,2026-03-10 01:47:15.446290+00:00
synth_user_030,object_oriented_programming,5,0.406,11690,2026-03-10 11:32:30.388537+00:00
synth_user_030,object_oriented_programming,4,1.253,11872,2026-03-11 17:37:26.027494+00:00
synth_user_030,object_oriented_programming,4,1.566,10584,2026-03-13 07:13:05.178569+00:00
synth_user_030,object_oriented_programming,1,3.287,5164,2026-03-16 14:05:40.023302+00:00
synth_user_030,object_oriented_programming,4,1.613,8468,2026-03-18 04:48:32.382552+00:00
synth_user_030,object_oriented_programming,0,3.171,2285,2026-03-21 08:54:37.447673+00:00
synth_user_030,object_oriented_programming,5,5.579,3408,2026-03-03 17:45:54.586396+00:00
synth_user_030,object_oriented_programming,4,8.668,3020,2026-03-12 09:47:37.145511+00:00
synth_user_030,object_oriented_programming,4,16.574,2370,2026-03-28 23:34:45.027764+00:00
synth_user_030,object_oriented_programming,3,32.099,12096,2026-04-30 01:57:04.437055+00:00
synth_user_030,object_oriented_programming,4,5.906,4940,2026-02-01 02:49:51.838128+00:00
synth_user_030,object_oriented_programming,1,5.878,4804,2026-02-06 23:53:45.203614+00:00
synth_user_030,object_oriented_programming,0,3.52,12131,2026-02-10 12:23:03.086096+00:00
synth_user_030,object_oriented_programming,1,1.371,13433,2026-02-11 21:17:42.074642+00:00
synth_user_030,object_oriented_programming,1,1.119,10999,2026-02-13 00:08:47.804011+00:00
synth_user_030,object_oriented_programming,4,0.651,10174,2026-02-13 15:46:54.859242+00:00
synth_user_030,object_oriented_programming,3,0.699,1000,2026-02-14 08:33:28.901507+00:00
synth_user_030,object_oriented_programming,4,1.827,8925,2026-02-16 04:23:57.885169+00:00
synth_user_030,object_oriented_programming,3,3.571,1071,2026-02-19 18:06:20.157192+00:00
synth_user_030,object_oriented_programming,0,6.426,2523,2026-02-26 04:19:41.449718+00:00
synth_user_030,object_oriented_programming,3,2.305,11708,2026-02-28 11:38:10.933687+00:00
synth_user_030,object_oriented_programming,0,8.262,8679,2026-03-08 17:55:14.294642+00:00
synth_user_030,object_oriented_programming,3,3.367,11073,2026-03-12 02:44:26.129735+00:00
synth_user_030,object_oriented_programming,1,9.705,12244,2026-03-21 19:40:08.171967+00:00
synth_user_030,object_oriented_programming,1,3.709,6424,2026-03-25 12:41:25.385575+00:00
synth_user_030,object_oriented_programming,1,2.805,14267,2026-03-28 08:01:11.274858+00:00
synth_user_030,object_oriented_programming,1,0.699,6211,2026-03-29 00:47:16.023968+00:00
synth_user_030,object_oriented_programming,0,0.77,1083,2026-03-29 19:15:42.529474+00:00
synth_user_030,object_oriented_programming,0,0.629,14535,2026-03-30 10:20:57.077358+00:00
synth_user_030,object_oriented_programming,1,3.838,6028,2026-04-07 02:34:10.633686+00:00
synth_user_030,object_oriented_programming,0,2.413,14087,2026-04-09 12:28:44.281046+00:00
synth_user_030,object_oriented_programming,4,0.676,1599,2026-04-10 04:41:41.890151+00:00
synth_user_030,object_oriented_programming,3,1.391,5816,2026-04-11 14:04:11.275032+00:00
synth_user_030,object_oriented_programming,4,5.034,14165,2026-04-16 14:52:31.879804+00:00
synth_user_030,object_oriented_programming,0,7.518,5793,2026-04-24 03:18:53.589148+00:00
synth_user_030,object_oriented_programming,1,4.684,13174,2026-03-02 20:17:00.401939+00:00
synth_user_030,object_oriented_programming,4,2.933,9994,2026-03-05 18:41:00.053120+00:00
synth_user_030,object_oriented_programming,1,5.6,9978,2026-03-11 09:05:10.884189+00:00
synth_user_030,object_oriented_programming,1,2.903,5489,2026-03-14 06:45:53.064527+00:00
synth_user_030,object_oriented_programming,0,1.881,6859,2026-03-16 03:54:59.261136+00:00
synth_user_030,object_oriented_programming,1,0.715,5537,2026-03-16 21:04:55.263374+00:00
synth_user_030,object_oriented_programming,0,0.369,9124,2026-03-17 05:56:50.392257+00:00
synth_user_030,object_oriented_programming,5,0.58,8643,2026-03-17 19:51:22.090118+00:00
synth_user_030,object_oriented_programming,4,1.23,14900,2026-03-19 01:22:47.764272+00:00
synth_user_030,object_oriented_programming,3,2.124,3887,2026-03-21 04:20:38.690262+00:00
synth_user_030,object_oriented_programming,5,4.931,6163,2026-03-26 02:41:20.792546+00:00
synth_user_030,object_oriented_programming,3,9.059,5539,2026-04-04 04:06:31.912676+00:00
synth_user_030,object_oriented_programming,1,15.091,10132,2026-04-19 06:18:06.874353+00:00
synth_user_030,statistics,3,2.425,9020,2026-03-28 22:56:40.806174+00:00
synth_user_030,statistics,0,8.559,11804,2026-04-06 12:21:51.031388+00:00
synth_user_030,statistics,1,2.476,3405,2026-04-08 23:46:40.387618+00:00
synth_user_030,statistics,5,1.396,14264,2026-04-10 09:17:08.323678+00:00
synth_user_030,statistics,0,3.588,11100,2026-04-13 23:24:25.985333+00:00
synth_user_030,statistics,0,1.787,12894,2026-04-15 18:18:01.690825+00:00
synth_user_030,statistics,4,0.684,14131,2026-04-16 10:42:26.085894+00:00
synth_user_030,statistics,1,1.179,8397,2026-04-17 15:00:52.113575+00:00
synth_user_030,statistics,1,0.544,10655,2026-04-18 04:04:00.003564+00:00
synth_user_030,statistics,2,0.604,13420,2026-04-18 18:33:16.697595+00:00
synth_user_030,statistics,3,2.492,11558,2026-02-26 01:47:11.636583+00:00
synth_user_030,statistics,3,6.646,3092,2026-03-04 17:17:44.276034+00:00
synth_user_030,statistics,1,5.772,10985,2026-03-10 11:50:07.012117+00:00
synth_user_030,statistics,4,6.332,7052,2026-03-16 19:48:45.757342+00:00
synth_user_030,statistics,5,6.154,10331,2026-03-22 23:30:02.911471+00:00
synth_user_030,statistics,5,9.2,7623,2026-04-01 04:17:31.461053+00:00
synth_user_030,statistics,4,29.567,5308,2026-04-30 17:53:28.414382+00:00
synth_user_031,calculus,1,0.394,11384,2026-04-29 09:53:56.704004+00:00
synth_user_031,calculus,4,0.677,11977,2026-04-30 02:09:12.587757+00:00
synth_user_031,calculus,0,0.916,10428,2026-05-01 00:08:34.890268+00:00
synth_user_031,calculus,1,0.575,11343,2026-05-01 13:56:49.148454+00:00
synth_user_031,calculus,1,0.691,13040,2026-05-02 06:31:56.031384+00:00
synth_user_031,calculus,1,0.724,9550,2026-05-02 23:54:28.624648+00:00
synth_user_031,calculus,1,0.629,1629,2026-05-03 15:00:55.160455+00:00
synth_user_031,calculus,0,0.476,12981,2026-05-04 02:26:53.741793+00:00
synth_user_031,calculus,1,0.586,4313,2026-04-27 00:06:10.785153+00:00
synth_user_031,calculus,5,0.468,12741,2026-04-27 11:19:46.960064+00:00
synth_user_031,calculus,1,1.298,14698,2026-04-28 18:29:30.585457+00:00
synth_user_031,calculus,1,0.376,11070,2026-04-29 03:30:40.588823+00:00
synth_user_031,calculus,0,0.381,5535,2026-04-29 12:39:05.793378+00:00
synth_user_031,calculus,1,0.619,7340,2026-04-30 03:30:01.840117+00:00
synth_user_031,calculus,1,0.361,9427,2026-04-30 12:09:51.012200+00:00
synth_user_031,calculus,0,0.413,14535,2026-04-30 22:04:36.885101+00:00
synth_user_031,calculus,0,0.464,9367,2026-05-01 09:12:21.120914+00:00
synth_user_031,calculus,4,0.638,11966,2026-05-02 00:30:44.010936+00:00
synth_user_031,calculus,1,0.9,13996,2026-05-02 22:06:59.263517+00:00
synth_user_031,calculus,1,0.585,5493,2026-05-03 12:09:20.315412+00:00
synth_user_031,linear_algebra,0,0.668,6592,2026-04-25 18:52:08.887873+00:00
synth_user_031,linear_algebra,1,0.611,9275,2026-04-26 09:31:55.727240+00:00
synth_user_031,linear_algebra,1,0.457,5469,2026-04-26 20:29:22.661218+00:00
synth_user_031,linear_algebra,0,0.687,9060,2026-04-27 12:58:41.925774+00:00
synth_user_031,linear_algebra,0,0.459,6294,2026-04-28 00:00:18.526610+00:00
synth_user_031,linear_algebra,1,0.749,13523,2026-04-28 17:59:28.309567+00:00
synth_user_031,linear_algebra,0,0.532,12248,2026-04-29 06:45:15.418564+00:00
synth_user_031,linear_algebra,1,0.531,9173,2026-04-29 19:29:36.136753+00:00
synth_user_031,linear_algebra,0,0.382,2549,2026-04-30 04:39:55.249734+00:00
synth_user_031,linear_algebra,1,0.746,14798,2026-04-30 22:33:36.452587+00:00
synth_user_031,linear_algebra,1,0.736,10849,2026-05-01 16:12:53.000847+00:00
synth_user_031,linear_algebra,1,0.661,13135,2026-05-02 08:04:18.549798+00:00
synth_user_031,linear_algebra,1,0.679,6781,2026-05-03 00:21:52.979096+00:00
synth_user_031,linear_algebra,0,0.497,2291,2026-05-03 12:16:58.467547+00:00
synth_user_031,linear_algebra,2,0.493,10880,2026-04-23 00:15:26.911565+00:00
synth_user_031,linear_algebra,1,1.12,6139,2026-04-24 03:08:27.547363+00:00
synth_user_031,linear_algebra,0,0.402,13963,2026-04-24 12:47:17.968865+00:00
synth_user_031,linear_algebra,0,0.67,2431,2026-04-25 04:52:29.022357+00:00
synth_user_031,linear_algebra,3,0.364,3491,2026-04-25 13:36:33.044077+00:00
synth_user_031,linear_algebra,1,1.197,3163,2026-04-26 18:20:40.989690+00:00
synth_user_031,linear_algebra,1,0.881,14144,2026-04-27 15:29:38.010281+00:00
synth_user_031,linear_algebra,1,0.742,3907,2026-04-28 09:18:09.627192+00:00
synth_user_031,linear_algebra,1,0.74,3356,2026-04-29 03:03:49.810071+00:00
synth_user_031,linear_algebra,1,0.472,2569,2026-04-29 14:23:16.155278+00:00
synth_user_031,linear_algebra,4,0.705,7852,2026-04-30 07:18:30.809621+00:00
synth_user_031,linear_algebra,1,0.904,10082,2026-05-01 05:00:33.340294+00:00
synth_user_031,linear_algebra,1,0.499,743,2026-05-01 16:59:06.771354+00:00
synth_user_031,linear_algebra,1,0.379,11567,2026-05-02 02:05:06.341040+00:00
synth_user_031,linear_algebra,0,0.657,1787,2026-05-02 17:51:19.998341+00:00
synth_user_031,linear_algebra,0,0.701,2261,2026-05-03 10:41:19.626009+00:00
synth_user_031,linear_algebra,4,0.49,6189,2026-05-03 22:27:36.924451+00:00
synth_user_031,linear_algebra,2,0.483,8191,2026-04-21 16:49:10.874799+00:00
