user,topic,score,num_questions,attempted_at
synth_user_044,linear_algebra,0.4431,20,2026-05-04 06:10:05.536995+00:00
synth_user_044,networks,0.3483,5,2026-05-04 06:10:05.710750+00:00
synth_user_044,linear_algebra,0.3829,20,2026-05-04 06:10:05.876755+00:00
synth_user_044,statistics,0.5079,20,2026-05-04 06:10:06.111583+00:00
synth_user_044,statistics,0.2651,10,2026-05-04 06:10:06.264122+00:00
synth_user_044,linear_algebra,0.4095,5,2026-05-04 06:10:06.409156+00:00
synth_user_045,linear_algebra,0.4304,15,2026-05-04 06:11:26.054833+00:00
synth_user_045,statistics,0.4496,5,2026-05-04 06:11:26.309587+00:00
synth_user_045,linear_algebra,0.4356,15,2026-05-04 06:11:26.464954+00:00
synth_user_045,operating_systems,0.2702,20,2026-05-04 06:11:26.622927+00:00
synth_user_045,operating_systems,0.5229,5,2026-05-04 06:11:26.796850+00:00
synth_user_045,linear_algebra,0.5075,20,2026-05-04 06:11:26.972967+00:00
synth_user_045,object_oriented_programming,0.6997,15,2026-05-04 06:11:27.137661+00:00
synth_user_045,object_oriented_programming,0.4032,5,2026-05-04 06:11:27.295416+00:00
synth_user_045,networks,0.461,20,2026-05-04 06:11:27.453936+00:00
synth_user_045,operating_systems,0.4633,5,2026-05-04 06:11:27.720164+00:00
synth_user_045,statistics,0.616,10,2026-05-04 06:11:27.877067+00:00
synth_user_045,linear_algebra,0.4186,10,2026-05-04 06:11:28.044220+00:00
synth_user_046,operating_systems,0.5359,5,2026-05-04 06:12:31.213882+00:00
synth_user_046,machine_learning,0.5983,15,2026-05-04 06:12:31.378728+00:00
synth_user_046,statistics,0.355,10,2026-05-04 06:12:31.544542+00:00
synth_user_046,statistics,0.4941,5,2026-05-04 06:12:31.711321+00:00
synth_user_046,object_oriented_programming,0.4115,10,2026-05-04 06:12:31.910174+00:00
synth_user_046,databases,0.6346,10,2026-05-04 06:12:32.139228+00:00
synth_user_046,machine_learning,0.2867,15,2026-05-04 06:12:32.300880+00:00
synth_user_046,calculus,0.4068,15,2026-05-04 06:12:32.466120+00:00
synth_user_046,databases,0.5364,5,2026-05-04 06:12:32.624932+00:00
synth_user_046,linear_algebra,0.6704,5,2026-05-04 06:12:32.782401+00:00
synth_user_046,machine_learning,0.4616,15,2026-05-04 06:12:32.948253+00:00
synth_user_046,object_oriented_programming,0.4289,20,2026-05-04 06:12:33.106313+00:00
synth_user_046,networks,0.7143,20,2026-05-04 06:12:33.272655+00:00
synth_user_046,operating_systems,0.3131,15,2026-05-04 06:12:33.447089+00:00
synth_user_046,operating_systems,0.223,20,2026-05-04 06:12:33.712857+00:00
synth_user_046,networks,0.5414,20,2026-05-04 06:12:33.879015+00:00
synth_user_046,statistics,0.4179,20,2026-05-04 06:12:34.045900+00:00
synth_user_046,object_oriented_programming,0.373,5,2026-05-04 06:12:34.194350+00:00
synth_user_046,object_oriented_programming,0.5805,15,2026-05-04 06:12:34.358634+00:00
synth_user_046,databases,0.5204,10,2026-05-04 06:12:34.516441+00:00
synth_user_046,linear_algebra,0.4148,5,2026-05-04 06:12:34.667431+00:00
synth_user_046,object_oriented_programming,0.3419,5,2026-05-04 06:12:34.825703+00:00
synth_user_046,linear_algebra,0.5872,5,2026-05-04 06:12:34.968700+00:00
synth_user_046,object_oriented_programming,0.5735,10,2026-05-04 06:12:35.101639+00:00
synth_user_046,object_oriented_programming,0.4836,5,2026-05-04 06:12:35.248616+00:00
synth_user_047,operating_systems,0.7891,5,2026-05-04 06:13:25.067714+00:00
synth_user_047,operating_systems,0.8237,5,2026-05-04 06:13:25.242578+00:00
synth_user_047,operating_systems,0.7656,5,2026-05-04 06:13:25.408614+00:00
synth_user_047,linear_algebra,0.8268,20,2026-05-04 06:13:25.678776+00:00
synth_user_047,machine_learning,0.6045,10,2026-05-04 06:13:25.824711+00:00
synth_user_047,linear_algebra,0.9578,15,2026-05-04 06:13:25.971807+00:00
synth_user_047,statistics,0.7647,15,2026-05-04 06:13:26.115711+00:00
synth_user_047,linear_algebra,0.9186,20,2026-05-04 06:13:26.282068+00:00
synth_user_047,databases,0.8456,20,2026-05-04 06:13:26.438945+00:00
synth_user_047,operating_systems,0.8493,5,2026-05-04 06:13:26.588428+00:00
synth_user_047,networks,0.8669,20,2026-05-04 06:13:26.821052+00:00
synth_user_048,databases,0.6587,10,2026-05-04 06:14:15.226537+00:00
synth_user_048,networks,0.6395,15,2026-05-04 06:14:15.377651+00:00
synth_user_048,calculus,0.6784,10,2026-05-04 06:14:15.526597+00:00
synth_user_048,databases,0.6091,20,2026-05-04 06:14:15.676123+00:00
synth_user_048,operating_systems,0.7861,5,2026-05-04 06:14:15.825456+00:00
synth_user_048,object_oriented_programming,0.5454,20,2026-05-04 06:14:15.974433+00:00
synth_user_048,machine_learning,0.8028,15,2026-05-04 06:14:16.117041+00:00
synth_user_048,databases,0.6151,10,2026-05-04 06:14:16.258397+00:00
synth_user_048,linear_algebra,0.4349,5,2026-05-04 06:14:16.407258+00:00
synth_user_049,networks,0.4894,5,2026-05-04 06:15:36.090049+00:00
synth_user_049,operating_systems,0.314,15,2026-05-04 06:15:36.256664+00:00
synth_user_049,operating_systems,0.4865,10,2026-05-04 06:15:36.423495+00:00
synth_user_049,object_oriented_programming,0.2605,10,2026-05-04 06:15:36.572363+00:00
synth_user_049,linear_algebra,0.3454,20,2026-05-04 06:15:36.838067+00:00
synth_user_049,object_oriented_programming,0.6427,10,2026-05-04 06:15:36.973617+00:00
synth_user_049,object_oriented_programming,0.6457,15,2026-05-04 06:15:37.153765+00:00
synth_user_049,linear_algebra,0.5865,10,2026-05-04 06:15:37.333658+00:00
synth_user_049,calculus,0.4088,20,2026-05-04 06:15:37.548116+00:00
synth_user_049,operating_systems,0.535,5,2026-05-04 06:15:37.688016+00:00
synth_user_049,databases,0.5457,10,2026-05-04 06:15:37.826114+00:00
